query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,expected_top10
0,attr0_narrow,0,229,1228,5000,9999,2227,7226,729 535 548 571 296 872 465 698 506 269
1,attr1_narrow,0,199,5198,327,1326,5000,9999,2699 3300 2623 2337 2460 1681 2504 1519 2760 2449
2,attr2_narrow,0,0,4999,418,5417,5972,6971,1214 1191 1266 1033 1247 1504 1561 1392 1377 1755
3,attr0_narrow,0,0,999,0,4999,5000,9999,127 192 778 98 337 258 153 412 2 954
4,attr1_narrow,0,0,4999,4571,5570,711,5710,1842 2771 1356 2361 1903 2103 3088 3076 1965 2488
5,attr2_narrow,0,442,5441,0,4999,5149,6148,2942 3503 3765 3120 3513 2865 3570 4132 2689 3004
6,attr0_narrow,0,7138,8137,0,4999,2496,7495,7638 7464 7868 7887 7512 7536 8107 7759 7331 7751
7,attr1_narrow,0,5000,9999,6267,7266,5000,9999,8035 7621 7713 7849 7860 7746 7650 7587 7786 6951
8,attr2_narrow,0,1462,6461,1505,6504,1852,2851,3962 4168 3841 4044 3759 4129 3186 3674 4303 3780
9,attr0_narrow,0,0,999,3088,8087,509,5508,76 164 318 103 211 47 171 579 1 324
10,attr1_narrow,0,5000,9999,6376,7375,0,4999,8788 9001 9244 9233 9124 8724 8792 8664 9032 9099
11,attr2_narrow,0,3024,8023,0,4999,0,999,5524 4882 5764 5298 5103 5974 5979 5548 5058 4702
12,attr0_narrow,0,6044,7043,3563,8562,1642,6641,6544 6835 6642 6914 6692 6740 6694 6239 6165 6570
13,attr1_narrow,0,5000,9999,8273,9272,5000,9999,8439 8084 8924 7682 7583 7376 8457 7542 8159 8292
14,attr2_narrow,0,3051,8050,5000,9999,0,999,5551 5545 5413 5359 5446 5563 4203 4863 4772 4975
15,attr0_narrow,0,2682,3681,0,4999,0,4999,3182 3311 2973 3494 3332 3091 3458 3160 3105 2765
16,attr1_narrow,0,3459,8458,5006,6005,0,4999,5959 6250 6085 6389 6018 6238 6887 6266 6727 5643
17,attr2_narrow,0,1812,6811,2242,7241,6574,7573,4312 4449 4743 4481 4300 4048 4218 4758 4901 4521
18,attr0_narrow,0,7541,8540,1803,6802,0,4999,8041 8440 8453 8056 7976 8015 7667 8169 8368 7938
19,attr1_narrow,0,4716,9715,8457,9456,0,4999,7216 7018 7126 7457 7324 6856 7076 7306 7670 6771
20,attr2_narrow,0,4618,9617,402,5401,4557,5556,7118 6936 6380 6741 6535 7221 7276 7507 8245 6890
21,attr0_narrow,0,5155,6154,0,4999,0,4999,5655 5706 5628 6130 5602 5377 5226 5617 5440 5474
22,attr1_narrow,0,4249,9248,6600,7599,2922,7921,6749 6855 6870 6953 5973 6996 6815 6057 7250 6212
23,attr2_narrow,0,4665,9664,0,4999,5894,6893,7165 7430 7519 7145 7429 7763 7716 7432 7335 7899
24,attr0_narrow,0,7150,8149,4319,9318,5000,9999,7650 7404 7860 7713 7359 7746 7242 7755 7501 7700
25,attr1_narrow,0,5000,9999,9000,9999,5000,9999,8676 8685 8864 8308 9002 8744 9249 8562 8296 9416
26,attr2_narrow,0,3758,8757,5000,9999,2977,3976,6258 6455 6257 6262 6422 6310 5719 6127 6277 5462
27,attr0_narrow,0,6689,7688,0,4999,4871,9870,7189 6834 7033 6861 6703 6947 7620 6823 7067 7121
28,attr1_narrow,0,0,4999,4340,5339,4802,9801,373 323 52 134 285 559 407 241 327 1011
29,attr2_narrow,0,1349,6348,5000,9999,1580,2579,3849 3618 3390 3461 3659 3224 3178 3279 4001 3561
