query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
0,attr0_narrow,0,0.9,8.771197,9311.675,1032,4545,13699,10,0,1000000,5000000,5000000
1,attr1_narrow,1,1,27.74134,8423.2442,1027,6048,18464,10,0,5000000,1000000,5000000
2,attr2_narrow,2,1,28.285628,7499.1436,1028,3993,12227,10,0,5000000,5000000,1000000
3,balanced,0,0,9.273406,1626.3844,1085,1293,30402,10,0,2000000,2000000,2000000
4,attr0_narrow,0,1,6.213086,4148.6751,1038,3309,9742,10,0,1000000,5000000,5000000
5,attr1_narrow,1,1,11.628315,2064.2153,1028,3398,10524,10,0,5000000,1000000,5000000
6,attr2_narrow,2,1,11.903414,1335.9463,1028,3593,10794,10,0,5000000,5000000,1000000
7,balanced,0,0.4,12.052696,281.32253,1451,1717,42512,10,0,2000000,2000000,2000000
8,attr0_narrow,0,1,7.569568,837.77807,1091,4805,14377,10,0,1000000,5000000,5000000
9,attr1_narrow,1,1,11.367151,697.47451,1030,3802,11870,10,0,5000000,1000000,5000000
10,attr2_narrow,2,1,18.700764,573.57988,1029,5905,17798,10,0,5000000,5000000,1000000
11,balanced,0,0.1,12.347813,205.44599,1440,1764,43102,10,0,2000000,2000000,2000000
12,attr0_narrow,0,1,5.843678,394.49721,1036,3250,9603,10,0,1000000,5000000,5000000
13,attr1_narrow,1,1,11.755965,349.06217,1032,4132,12328,10,0,5000000,1000000,5000000
14,attr2_narrow,2,0.9,9.331646,332.36484,1031,6023,17904,10,0,5000000,5000000,1000000
15,balanced,0,0,0.493742,141.95803,42,42,1372,10,0,2000000,2000000,2000000
16,attr0_narrow,0,1,4.848088,242.73266,1034,2390,6904,10,0,1000000,5000000,5000000
17,attr1_narrow,1,1,10.738173,215.78066,1029,3165,9506,10,0,5000000,1000000,5000000
18,attr2_narrow,2,1,12.523666,241.82432,1040,3566,10737,10,0,5000000,5000000,1000000
19,balanced,0,0,9.479656,144.21073,1107,1482,34241,10,0,2000000,2000000,2000000
20,attr0_narrow,0,1,5.729583,142.44101,1032,3406,10069,10,0,1000000,5000000,5000000
21,attr1_narrow,1,0.9,9.773491,220.46969,1039,2236,6802,10,0,5000000,1000000,5000000
22,attr2_narrow,2,1,15.112064,220.48862,1030,4654,13954,10,0,5000000,5000000,1000000
23,balanced,0,0,0.082035,114.858,4,4,252,4,1,2000000,2000000,2000000
24,attr0_narrow,0,1,6.900905,189.31628,1029,4408,13210,10,0,1000000,5000000,5000000
25,attr1_narrow,1,1,10.199987,203.86417,1030,2775,8391,10,0,5000000,1000000,5000000
26,attr2_narrow,2,0.9,18.348097,210.51641,1028,5955,17920,10,0,5000000,5000000,1000000
27,balanced,0,0,0.138873,96.264241,10,10,391,10,0,2000000,2000000,2000000
28,attr0_narrow,0,1,8.476761,141.94781,1027,2946,8764,10,0,1000000,5000000,5000000
29,attr1_narrow,1,1,12.112399,180.67266,1034,3271,10070,10,0,5000000,1000000,5000000
30,attr2_narrow,2,1,7.883962,207.18095,1028,4460,13861,10,0,5000000,5000000,1000000
31,balanced,0,0,0.638346,88.14251,66,66,1866,10,0,2000000,2000000,2000000
32,attr0_narrow,0,1,6.97209,163.25733,1027,4032,12298,10,0,1000000,5000000,5000000
33,attr1_narrow,1,1,12.09172,200.03191,1036,5106,15136,10,0,5000000,1000000,5000000
34,attr2_narrow,2,1,14.541547,195.98011,1028,4464,13047,10,0,5000000,5000000,1000000
35,balanced,0,0,8.627707,109.04358,1083,1297,31761,10,0,2000000,2000000,2000000
36,attr0_narrow,0,0.9,5.592012,160.94377,1039,2953,8800,10,0,1000000,5000000,5000000
37,attr1_narrow,1,1,22.482957,197.55791,1030,5702,17486,10,0,5000000,1000000,5000000
38,attr2_narrow,2,1,8.976746,206.90779,1035,2292,6862,10,0,5000000,5000000,1000000
39,balanced,0,0,0.149042,97.179349,11,11,410,10,0,2000000,2000000,2000000
40,attr0_narrow,0,1,6.759157,160.18782,1033,4363,13065,10,0,1000000,5000000,5000000
41,attr1_narrow,1,1,13.581624,186.25822,1037,5135,15037,10,0,5000000,1000000,5000000
42,attr2_narrow,2,0.9,13.514377,204.77858,1027,4138,12245,10,0,5000000,5000000,1000000
43,balanced,0,0,9.150535,93.898512,1169,1328,32033,10,0,2000000,2000000,2000000
44,attr0_narrow,0,0.9,13.541508,141.47323,1030,5493,16315,10,0,1000000,5000000,5000000
45,attr1_narrow,1,1,13.115152,183.78089,1030,5233,15133,10,0,5000000,1000000,5000000
46,attr2_narrow,2,1,11.155472,193.12243,1031,3051,9314,10,0,5000000,5000000,1000000
47,balanced,0,0,0.076745,120.66446,5,5,197,5,1,2000000,2000000,2000000
48,attr0_narrow,0,1,12.267672,143.41009,1031,4992,14686,10,0,1000000,5000000,5000000
49,attr1_narrow,1,1,13.111206,211.99835,1032,5108,15253,10,0,5000000,1000000,5000000
50,attr2_narrow,2,1,9.354589,197.42313,1031,5577,16629,10,0,5000000,5000000,1000000
51,balanced,0,0.5,9.261093,116.6478,1051,1295,31112,10,0,2000000,2000000,2000000
52,attr0_narrow,0,0.9,7.43852,165.00251,1035,4961,14814,10,0,1000000,5000000,5000000
53,attr1_narrow,1,1,12.783366,186.39511,1048,4094,12255,10,0,5000000,1000000,5000000
