query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
0,attr0_narrow,0,0.9,19.028165,546.49076,1032,4545,13699,10,0,1000000,5000000,5000000
1,attr1_narrow,1,1,22.096481,464.1392,1027,6048,18464,10,0,5000000,1000000,5000000
2,attr2_narrow,2,1,20.990191,419.03546,1028,3993,12227,10,0,5000000,5000000,1000000
3,balanced,0,0,9.636824,183.46293,1085,1293,30402,10,0,2000000,2000000,2000000
4,attr0_narrow,0,1,8.280572,303.51448,1038,3309,9742,10,0,1000000,5000000,5000000
5,attr1_narrow,1,1,7.160637,281.8518,1028,3398,10524,10,0,5000000,1000000,5000000
6,attr2_narrow,2,1,8.413373,308.69581,1028,3593,10794,10,0,5000000,5000000,1000000
7,balanced,0,0.4,13.03292,141.1953,1451,1717,42512,10,0,2000000,2000000,2000000
8,attr0_narrow,0,1,8.844277,195.57391,1091,4805,14377,10,0,1000000,5000000,5000000
9,attr1_narrow,1,1,7.676922,251.03948,1030,3802,11870,10,0,5000000,1000000,5000000
10,attr2_narrow,2,1,10.774674,241.05877,1029,5905,17798,10,0,5000000,5000000,1000000
11,balanced,0,0.1,27.248122,113.63001,1440,1764,43102,10,0,2000000,2000000,2000000
12,attr0_narrow,0,1,9.999208,194.80031,1036,3250,9603,10,0,1000000,5000000,5000000
13,attr1_narrow,1,1,17.880036,216.15467,1032,4132,12328,10,0,5000000,1000000,5000000
14,attr2_narrow,2,0.9,10.8472,257.69168,1031,6023,17904,10,0,5000000,5000000,1000000
15,balanced,0,0,0.667632,130.81003,42,42,1372,10,0,2000000,2000000,2000000
16,attr0_narrow,0,1,8.778644,189.18598,1034,2390,6904,10,0,1000000,5000000,5000000
17,attr1_narrow,1,1,6.83412,209.09873,1029,3165,9506,10,0,5000000,1000000,5000000
18,attr2_narrow,2,1,7.191625,236.04759,1040,3566,10737,10,0,5000000,5000000,1000000
19,balanced,0,0,13.041045,145.55699,1107,1482,34241,10,0,2000000,2000000,2000000
20,attr0_narrow,0,1,16.323916,140.69373,1032,3406,10069,10,0,1000000,5000000,5000000
21,attr1_narrow,1,0.9,5.434957,207.64535,1039,2236,6802,10,0,5000000,1000000,5000000
22,attr2_narrow,2,1,9.495478,230.37679,1030,4654,13954,10,0,5000000,5000000,1000000
23,balanced,0,0,0.097494,113.36027,4,4,252,4,1,2000000,2000000,2000000
24,attr0_narrow,0,1,10.768822,252.43273,1029,4408,13210,10,0,1000000,5000000,5000000
25,attr1_narrow,1,1,6.301865,213.62738,1030,2775,8391,10,0,5000000,1000000,5000000
26,attr2_narrow,2,0.9,10.874321,234.63449,1028,5955,17920,10,0,5000000,5000000,1000000
27,balanced,0,0,0.164841,107.68688,10,10,391,10,0,2000000,2000000,2000000
28,attr0_narrow,0,1,9.219696,141.91512,1027,2946,8764,10,0,1000000,5000000,5000000
29,attr1_narrow,1,1,7.132244,198.89731,1034,3271,10070,10,0,5000000,1000000,5000000
30,attr2_narrow,2,1,9.881947,210.26754,1028,4460,13861,10,0,5000000,5000000,1000000
31,balanced,0,0,0.908035,94.777547,66,66,1866,10,0,2000000,2000000,2000000
32,attr0_narrow,0,1,9.930809,185.20552,1027,4032,12298,10,0,1000000,5000000,5000000
33,attr1_narrow,1,1,8.366345,207.94959,1036,5106,15136,10,0,5000000,1000000,5000000
34,attr2_narrow,2,1,10.098126,246.84331,1028,4464,13047,10,0,5000000,5000000,1000000
35,balanced,0,0,10.144433,107.49612,1083,1297,31761,10,0,2000000,2000000,2000000
36,attr0_narrow,0,0.9,9.134035,175.81253,1039,2953,8800,10,0,1000000,5000000,5000000
37,attr1_narrow,1,1,10.182845,216.40456,1030,5702,17486,10,0,5000000,1000000,5000000
38,attr2_narrow,2,1,7.231661,217.35569,1035,2292,6862,10,0,5000000,5000000,1000000
39,balanced,0,0,0.187274,112.00935,11,11,410,10,0,2000000,2000000,2000000
40,attr0_narrow,0,1,7.780307,155.55323,1033,4363,13065,10,0,1000000,5000000,5000000
41,attr1_narrow,1,1,8.499346,205.91824,1037,5135,15037,10,0,5000000,1000000,5000000
42,attr2_narrow,2,0.9,8.448059,216.97274,1027,4138,12245,10,0,5000000,5000000,1000000
43,balanced,0,0,10.145575,99.07244,1169,1328,32033,10,0,2000000,2000000,2000000
44,attr0_narrow,0,0.9,11.931328,141.76412,1030,5493,16315,10,0,1000000,5000000,5000000
45,attr1_narrow,1,1,8.262819,196.57104,1030,5233,15133,10,0,5000000,1000000,5000000
46,attr2_narrow,2,1,8.72916,215.42044,1031,3051,9314,10,0,5000000,5000000,1000000
47,balanced,0,0,0.118795,127.39331,5,5,197,5,1,2000000,2000000,2000000
48,attr0_narrow,0,1,11.277854,156.36088,1031,4992,14686,10,0,1000000,5000000,5000000
49,attr1_narrow,1,1,8.514023,219.84444,1032,5108,15253,10,0,5000000,1000000,5000000
50,attr2_narrow,2,1,12.71013,210.1886,1031,5577,16629,10,0,5000000,5000000,1000000
51,balanced,0,0.5,12.724927,133.19241,1051,1295,31112,10,0,2000000,2000000,2000000
52,attr0_narrow,0,0.9,11.455329,166.79702,1035,4961,14814,10,0,1000000,5000000,5000000
53,attr1_narrow,1,1,8.012426,208.897,1048,4094,12255,10,0,5000000,1000000,5000000
54,attr2_narrow,2,1,12.139341,234.78659,1030,4514,13764,10,0,5000000,5000000,1000000
55,balanced,0,0.1,17.914471,187.90873,1449,1901,45034,10,0,2000000,2000000,2000000
56,attr0_narrow,0,1,6.906837,139.31338,1033,3473,10302,10,0,1000000,5000000,5000000
57,attr1_narrow,1,0.5,8.282867,180.45557,1033,5158,15410,10,0,5000000,1000000,5000000
58,attr2_narrow,2,1,12.16509,214.26759,1032,5155,15654,10,0,5000000,5000000,1000000
59,balanced,0,0,11.814187,141.16234,1026,1175,28568,10,0,2000000,2000000,2000000
60,attr0_narrow,0,1,10.803518,179.86299,1031,4228,12841,10,0,1000000,5000000,5000000
61,attr1_narrow,1,1,8.94103,184.77693,1030,5595,16824,10,0,5000000,1000000,5000000
62,attr2_narrow,2,1,11.607907,230.19255,1029,4642,14070,10,0,5000000,5000000,1000000
63,balanced,0,0.2,18.480801,149.39669,1506,1910,45376,10,0,2000000,2000000,2000000
64,attr0_narrow,0,1,8.158823,158.40237,1026,4694,14058,10,0,1000000,5000000,5000000
65,attr1_narrow,1,1,6.284321,216.07712,1030,3096,9157,10,0,5000000,1000000,5000000
66,attr2_narrow,2,1,11.147368,212.41573,1026,4251,12726,10,0,5000000,5000000,1000000
67,balanced,0,0.5,12.068397,179.19218,1053,1395,32907,10,0,2000000,2000000,2000000
68,attr0_narrow,0,1,11.247036,181.27538,1037,5807,17734,10,0,1000000,5000000,5000000
69,attr1_narrow,1,1,7.724802,215.44857,1043,4046,12072,10,0,5000000,1000000,5000000
70,attr2_narrow,2,1,11.170611,221.66555,1029,4316,13196,10,0,5000000,5000000,1000000
71,balanced,0,0,0.576148,103.41907,36,36,1103,10,0,2000000,2000000,2000000
72,attr0_narrow,0,1,11.670606,144.54106,1028,4672,14025,10,0,1000000,5000000,5000000
73,attr1_narrow,1,1,6.413335,192.22319,1031,2751,8150,10,0,5000000,1000000,5000000
74,attr2_narrow,2,1,10.086253,229.38039,1027,3163,9111,10,0,5000000,5000000,1000000
75,balanced,0,0.3,8.644079,95.183845,1071,1216,27704,10,0,2000000,2000000,2000000
76,attr0_narrow,0,1,8.72934,177.88755,1042,3812,11784,10,0,1000000,5000000,5000000
77,attr1_narrow,1,1,6.229127,186.30784,1049,3155,9308,10,0,5000000,1000000,5000000
78,attr2_narrow,2,1,10.27507,219.10127,1034,4186,12519,10,0,5000000,5000000,1000000
79,balanced,0,0,0.540421,114.35758,33,33,1006,10,0,2000000,2000000,2000000
80,attr0_narrow,0,1,11.11691,223.94696,1031,4665,13874,10,0,1000000,5000000,5000000
81,attr1_narrow,1,1,9.124446,204.97152,1028,5491,16243,10,0,5000000,1000000,5000000
82,attr2_narrow,2,1,13.006349,218.07734,1028,5474,16329,10,0,5000000,5000000,1000000
83,balanced,0,0,11.58813,120.66262,1027,1173,27815,10,0,2000000,2000000,2000000
84,attr0_narrow,0,1,9.328823,153.31009,1031,3037,8907,10,0,1000000,5000000,5000000
85,attr1_narrow,1,1,9.441745,211.9322,1032,5966,17715,10,0,5000000,1000000,5000000
86,attr2_narrow,2,1,10.75676,211.87435,1028,3868,11810,10,0,5000000,5000000,1000000
87,balanced,0,0,9.760989,129.2634,1077,1354,31306,10,0,2000000,2000000,2000000
88,attr0_narrow,0,1,7.338463,169.5736,1026,3533,10957,10,0,1000000,5000000,5000000
89,attr1_narrow,1,1,6.295923,194.49599,1028,3027,8700,10,0,5000000,1000000,5000000
90,attr2_narrow,2,1,9.971567,223.05725,1033,2761,8207,10,0,5000000,5000000,1000000
91,balanced,0,0,0.643686,147.27032,42,42,1181,10,0,2000000,2000000,2000000
92,attr0_narrow,0,1,17.406451,145.67726,1031,3680,10855,10,0,1000000,5000000,5000000
93,attr1_narrow,1,1,7.795155,205.93266,1031,4691,14014,10,0,5000000,1000000,5000000
94,attr2_narrow,2,1,16.435517,210.48473,1032,5365,15952,10,0,5000000,5000000,1000000
95,balanced,0,0,9.060907,105.42239,1039,1218,29456,10,0,2000000,2000000,2000000
96,attr0_narrow,0,1,10.763813,186.10866,1049,4492,13547,10,0,1000000,5000000,5000000
97,attr1_narrow,1,1,6.561535,205.34159,1029,3209,9465,10,0,5000000,1000000,5000000
98,attr2_narrow,2,1,19.926101,210.65485,1028,4527,13496,10,0,5000000,5000000,1000000
99,balanced,0,0.5,22.010077,131.12755,1026,1282,30835,10,0,2000000,2000000,2000000
100,attr0_narrow,0,0.9,8.616847,152.94354,1044,5245,15789,10,0,1000000,5000000,5000000
101,attr1_narrow,1,1,7.753206,187.43357,1029,4508,13828,10,0,5000000,1000000,5000000
102,attr2_narrow,2,1,16.363401,220.58573,1025,2845,8714,10,0,5000000,5000000,1000000
103,balanced,0,0,0.336486,127.81354,20,20,596,10,0,2000000,2000000,2000000
104,attr0_narrow,0,1,10.885172,198.76776,1029,4774,13852,10,0,1000000,5000000,5000000
105,attr1_narrow,1,1,5.515118,193.43442,1029,2439,7192,10,0,5000000,1000000,5000000
106,attr2_narrow,2,1,22.759273,224.44767,1029,4596,13623,10,0,5000000,5000000,1000000
107,balanced,0,0,0.170582,112.75376,9,9,362,9,1,2000000,2000000,2000000
108,attr0_narrow,0,1,10.619731,252.03088,1033,3961,12158,10,0,1000000,5000000,5000000
109,attr1_narrow,1,1,5.382668,201.5962,1027,2256,6692,10,0,5000000,1000000,5000000
110,attr2_narrow,2,1,16.584418,227.08905,1028,5912,17566,10,0,5000000,5000000,1000000
111,balanced,0,0.4,12.783238,151.14351,1056,1324,31309,10,0,2000000,2000000,2000000
112,attr0_narrow,0,1,7.964475,151.87787,1033,4162,12612,10,0,1000000,5000000,5000000
113,attr1_narrow,1,1,6.314539,211.20923,1037,2849,8442,10,0,5000000,1000000,5000000
114,attr2_narrow,2,0.8,12.073708,203.35041,1033,2630,7703,10,0,5000000,5000000,1000000
115,balanced,0,0.4,10.79891,119.27585,1155,1523,35899,10,0,2000000,2000000,2000000
116,attr0_narrow,0,0.9,7.756072,148.40044,1033,3836,11592,10,0,1000000,5000000,5000000
117,attr1_narrow,1,1,6.799284,197.29923,1032,3833,11716,10,0,5000000,1000000,5000000
118,attr2_narrow,2,0.9,20.129785,226.65435,1027,3910,11720,10,0,5000000,5000000,1000000
119,balanced,0,0,17.228645,104.48278,1459,1796,44025,10,0,2000000,2000000,2000000
120,attr0_narrow,0,1,8.675328,160.66643,1031,2789,8105,10,0,1000000,5000000,5000000
121,attr1_narrow,1,1,8.575529,184.1582,1031,5093,15025,10,0,5000000,1000000,5000000
122,attr2_narrow,2,1,24.391947,233.50491,1037,6094,18238,10,0,5000000,5000000,1000000
123,balanced,0,0,0.338439,114.89549,26,26,792,10,0,2000000,2000000,2000000
124,attr0_narrow,0,1,7.20452,167.24516,1026,2880,8974,10,0,1000000,5000000,5000000
125,attr1_narrow,1,1,7.118196,207.53648,1029,3815,11407,10,0,5000000,1000000,5000000
126,attr2_narrow,2,0.9,22.311036,220.82921,1028,4537,14123,10,0,5000000,5000000,1000000
127,balanced,0,0,0.433189,139.49533,26,26,979,10,0,2000000,2000000,2000000
128,attr0_narrow,0,1,11.350341,174.66522,1028,5134,15606,10,0,1000000,5000000,5000000
129,attr1_narrow,1,1,9.135808,192.40742,1027,4473,13233,10,0,5000000,1000000,5000000
130,attr2_narrow,2,1,21.126869,230.32397,1029,5653,17059,10,0,5000000,5000000,1000000
131,balanced,0,0,11.411476,106.63755,1259,1583,37749,10,0,2000000,2000000,2000000
132,attr0_narrow,0,1,12.15932,194.3869,1031,5861,17636,10,0,1000000,5000000,5000000
