query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
0,attr0_narrow,0,1,12.150953,489.77609,1031,14859,0,10,0,1000000,5000000,5000000
1,attr1_narrow,1,1,50.60322,419.32081,1026,20973,0,10,0,5000000,1000000,5000000
2,attr2_narrow,2,1,39.498885,390.81574,1028,12488,0,10,0,5000000,5000000,1000000
3,balanced,0,1,4.546018,134.48853,1030,11050,0,10,0,2000000,2000000,2000000
4,attr0_narrow,0,1,3.778157,282.91713,1027,9137,0,10,0,1000000,5000000,5000000
5,attr1_narrow,1,1,21.388283,248.99794,1029,9246,0,10,0,5000000,1000000,5000000
6,attr2_narrow,2,1,20.018525,270.90035,1035,8198,0,10,0,5000000,5000000,1000000
7,balanced,0,1,5.560524,122.33978,1028,15669,0,10,0,2000000,2000000,2000000
8,attr0_narrow,0,1,4.937026,237.0154,1034,14411,0,10,0,1000000,5000000,5000000
9,attr1_narrow,1,1,20.863492,300.40541,1029,10462,0,10,0,5000000,1000000,5000000
10,attr2_narrow,2,1,38.733849,219.04123,1030,20180,0,10,0,5000000,5000000,1000000
11,balanced,0,1,5.186127,117.91463,1030,17154,0,10,0,2000000,2000000,2000000
12,attr0_narrow,0,1,3.017029,176.08899,1028,5655,0,10,0,1000000,5000000,5000000
13,attr1_narrow,1,1,21.694561,196.69812,1026,12454,0,10,0,5000000,1000000,5000000
14,attr2_narrow,2,1,40.55016,213.8753,1029,20401,0,10,0,5000000,5000000,1000000
15,balanced,0,1,5.21944,124.47032,1034,16688,0,10,0,2000000,2000000,2000000
16,attr0_narrow,0,1,3.513748,158.90599,1034,6878,0,10,0,1000000,5000000,5000000
17,attr1_narrow,1,1,16.518784,215.18961,1029,9249,0,10,0,5000000,1000000,5000000
18,attr2_narrow,2,1,20.52903,196.88706,1026,8746,0,10,0,5000000,5000000,1000000
19,balanced,0,1,5.240029,138.90447,1029,18116,0,10,0,2000000,2000000,2000000
20,attr0_narrow,0,1,4.018451,131.90369,1029,9488,0,10,0,1000000,5000000,5000000
21,attr1_narrow,1,1,7.143214,190.84067,1031,2789,0,10,0,5000000,1000000,5000000
22,attr2_narrow,2,1,20.427158,199.76765,1039,9713,0,10,0,5000000,5000000,1000000
23,balanced,0,1,5.651917,114.74485,1030,19601,0,10,0,2000000,2000000,2000000
24,attr0_narrow,0,1,4.549304,169.3338,1028,13116,0,10,0,1000000,5000000,5000000
25,attr1_narrow,1,1,12.990088,184.18827,1029,6765,0,10,0,5000000,1000000,5000000
26,attr2_narrow,2,1,40.170663,210.16259,1028,20567,0,10,0,5000000,5000000,1000000
27,balanced,0,1,4.439737,91.240566,1029,13336,0,10,0,2000000,2000000,2000000
28,attr0_narrow,0,1,3.459916,120.97489,1028,7997,0,10,0,1000000,5000000,5000000
29,attr1_narrow,1,1,21.227589,182.17632,1030,9217,0,10,0,5000000,1000000,5000000
30,attr2_narrow,2,1,25.80151,189.10037,1028,13527,0,10,0,5000000,5000000,1000000
31,balanced,0,1,4.073194,85.122429,1030,9747,0,10,0,2000000,2000000,2000000
32,attr0_narrow,0,1,4.157904,167.15261,1027,11467,0,10,0,1000000,5000000,5000000
33,attr1_narrow,1,1,21.478613,184.90534,1039,15827,0,10,0,5000000,1000000,5000000
34,attr2_narrow,2,1,26.283761,190.0967,1028,12888,0,10,0,5000000,5000000,1000000
35,balanced,0,1,4.750394,110.91496,1029,15016,0,10,0,2000000,2000000,2000000
36,attr0_narrow,0,1,3.675834,151.68523,1031,9210,0,10,0,1000000,5000000,5000000
37,attr1_narrow,1,1,25.342823,189.64363,1027,18607,0,10,0,5000000,1000000,5000000
38,attr2_narrow,2,1,11.444569,207.59857,1031,4521,0,10,0,5000000,5000000,1000000
39,balanced,0,1,5.450627,94.917902,1029,18705,0,10,0,2000000,2000000,2000000
40,attr0_narrow,0,1,4.345469,135.07978,1029,13498,0,10,0,1000000,5000000,5000000
41,attr1_narrow,1,1,29.887287,191.35941,1033,15303,0,10,0,5000000,1000000,5000000
42,attr2_narrow,2,1,25.68504,196.92067,1027,13665,0,10,0,5000000,5000000,1000000
43,balanced,0,1,4.043278,91.822675,1031,9811,0,10,0,2000000,2000000,2000000
44,attr0_narrow,0,1,5.035542,111.7016,1030,18823,0,10,0,1000000,5000000,5000000
45,attr1_narrow,1,1,32.021529,188.61038,1026,17003,0,10,0,5000000,1000000,5000000
46,attr2_narrow,2,1,19.368387,213.64826,1029,8881,0,10,0,5000000,5000000,1000000
47,balanced,0,1,3.393119,131.86227,1028,6520,0,10,0,2000000,2000000,2000000
48,attr0_narrow,0,1,4.913662,135.55785,1031,16129,0,10,0,1000000,5000000,5000000
49,attr1_narrow,1,1,9.824258,193.81686,1027,16446,0,10,0,5000000,1000000,5000000
50,attr2_narrow,2,1,32.045395,198.93809,1029,18538,0,10,0,5000000,5000000,1000000
51,balanced,0,1,5.438865,114.37379,1034,17526,0,10,0,2000000,2000000,2000000
52,attr0_narrow,0,1,4.594789,146.05106,1034,15178,0,10,0,1000000,5000000,5000000
53,attr1_narrow,1,1,20.393414,188.32149,1029,10741,0,10,0,5000000,1000000,5000000
54,attr2_narrow,2,1,26.451103,197.33339,1028,13341,0,10,0,5000000,5000000,1000000
55,balanced,0,1,5.729061,147.60639,1029,17954,0,10,0,2000000,2000000,2000000
56,attr0_narrow,0,1,3.941776,130.40449,1029,11237,0,10,0,1000000,5000000,5000000
57,attr1_narrow,1,1,35.466232,164.25581,1037,18652,0,10,0,5000000,1000000,5000000
58,attr2_narrow,2,1,31.455335,185.40863,1030,17101,0,10,0,5000000,5000000,1000000
59,balanced,0,1,4.386296,153.28628,1029,11309,0,10,0,2000000,2000000,2000000
60,attr0_narrow,0,1,4.244537,212.32521,1033,12246,0,10,0,1000000,5000000,5000000
61,attr1_narrow,1,1,33.111543,240.74258,1029,18286,0,10,0,5000000,1000000,5000000
62,attr2_narrow,2,1,24.884694,199.25661,1030,13396,0,10,0,5000000,5000000,1000000
63,balanced,0,1,5.425137,141.04269,1027,19083,0,10,0,2000000,2000000,2000000
64,attr0_narrow,0,1,4.671745,149.34081,1028,14572,0,10,0,1000000,5000000,5000000
65,attr1_narrow,1,1,10.168026,187.37628,1030,6760,0,10,0,5000000,1000000,5000000
66,attr2_narrow,2,1,24.736574,199.35792,1029,13470,0,10,0,5000000,5000000,1000000
67,balanced,0,1,6.092177,130.26922,1030,21686,0,10,0,2000000,2000000,2000000
68,attr0_narrow,0,1,5.212265,162.95504,1027,19195,0,10,0,1000000,5000000,5000000
69,attr1_narrow,1,1,9.944964,196.54115,1034,11192,0,10,0,5000000,1000000,5000000
70,attr2_narrow,2,1,21.800718,201.81031,1029,11266,0,10,0,5000000,5000000,1000000
71,balanced,0,1,5.868325,99.359898,1028,19679,0,10,0,2000000,2000000,2000000
72,attr0_narrow,0,1,4.734122,188.66303,1030,14788,0,10,0,1000000,5000000,5000000
73,attr1_narrow,1,1,21.455106,236.92655,1028,8127,0,10,0,5000000,1000000,5000000
74,attr2_narrow,2,1,17.378626,208.78365,1028,8987,0,10,0,5000000,5000000,1000000
75,balanced,0,1,5.279903,86.92499,1027,17783,0,10,0,2000000,2000000,2000000
76,attr0_narrow,0,1,4.1191,148.51758,1032,11913,0,10,0,1000000,5000000,5000000
77,attr1_narrow,1,1,14.2045,176.71998,1030,5965,0,10,0,5000000,1000000,5000000
78,attr2_narrow,2,1,24.145568,189.11216,1029,12433,0,10,0,5000000,5000000,1000000
79,balanced,0,1,4.443543,106.09445,1027,11419,0,10,0,2000000,2000000,2000000
80,attr0_narrow,0,1,4.438764,175.93062,1027,15041,0,10,0,1000000,5000000,5000000
81,attr1_narrow,1,1,29.763719,177.63402,1028,16745,0,10,0,5000000,1000000,5000000
82,attr2_narrow,2,1,26.197263,208.7468,1027,17747,0,10,0,5000000,5000000,1000000
83,balanced,0,1,3.002221,103.5592,1031,4831,0,10,0,2000000,2000000,2000000
84,attr0_narrow,0,1,3.266911,133.3516,1031,6712,0,10,0,1000000,5000000,5000000
