query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
0,attr0_narrow,0,1,6.058444,527.34089,1031,14859,0,10,0,1000000,5000000,5000000
1,attr1_narrow,1,1,21.013151,466.0192,1026,20973,0,10,0,5000000,1000000,5000000
2,attr2_narrow,2,1,40.174505,420.54882,1028,12488,0,10,0,5000000,5000000,1000000
3,balanced,0,1,4.217226,146.0137,1030,11050,0,10,0,2000000,2000000,2000000
4,attr0_narrow,0,1,4.29875,306.27356,1027,9137,0,10,0,1000000,5000000,5000000
5,attr1_narrow,1,1,7.484317,283.16307,1029,9246,0,10,0,5000000,1000000,5000000
6,attr2_narrow,2,1,19.999226,283.2878,1035,8198,0,10,0,5000000,5000000,1000000
7,balanced,0,1,5.29445,109.28159,1028,15669,0,10,0,2000000,2000000,2000000
8,attr0_narrow,0,1,4.516692,209.41729,1034,14411,0,10,0,1000000,5000000,5000000
9,attr1_narrow,1,1,8.157489,243.29892,1029,10462,0,10,0,5000000,1000000,5000000
10,attr2_narrow,2,1,40.51099,253.58112,1030,20180,0,10,0,5000000,5000000,1000000
11,balanced,0,1,5.193259,115.03494,1030,17154,0,10,0,2000000,2000000,2000000
12,attr0_narrow,0,1,3.032037,207.19942,1028,5655,0,10,0,1000000,5000000,5000000
13,attr1_narrow,1,1,7.329955,218.18487,1026,12454,0,10,0,5000000,1000000,5000000
14,attr2_narrow,2,1,39.451689,233.49184,1029,20401,0,10,0,5000000,5000000,1000000
15,balanced,0,1,5.126153,131.00227,1034,16688,0,10,0,2000000,2000000,2000000
16,attr0_narrow,0,1,3.460497,179.07776,1034,6878,0,10,0,1000000,5000000,5000000
17,attr1_narrow,1,1,6.904542,220.65083,1029,9249,0,10,0,5000000,1000000,5000000
18,attr2_narrow,2,1,20.671035,217.23178,1026,8746,0,10,0,5000000,5000000,1000000
19,balanced,0,1,5.347831,156.83807,1029,18116,0,10,0,2000000,2000000,2000000
20,attr0_narrow,0,1,3.765282,142.46954,1029,9488,0,10,0,1000000,5000000,5000000
21,attr1_narrow,1,1,5.495661,212.93253,1031,2789,0,10,0,5000000,1000000,5000000
22,attr2_narrow,2,1,21.005637,233.76521,1039,9713,0,10,0,5000000,5000000,1000000
23,balanced,0,1,5.435416,111.56549,1030,19601,0,10,0,2000000,2000000,2000000
24,attr0_narrow,0,1,4.481455,200.12821,1028,13116,0,10,0,1000000,5000000,5000000
25,attr1_narrow,1,1,6.092218,205.96415,1029,6765,0,10,0,5000000,1000000,5000000
26,attr2_narrow,2,1,40.43662,230.51664,1028,20567,0,10,0,5000000,5000000,1000000
27,balanced,0,1,4.610118,98.893868,1029,13336,0,10,0,2000000,2000000,2000000
